@δαΐς2|combat
@δαίς|feast, banquet, meal
@δαίω1|kindle, set in a blaze; blaze
@δαίω2|divide; distribute
@δαίω|kindle, set in a blaze; blaze
@δεύω1|wet, moisten
@δεύω2|lack; be lacking or wanting in, be without; away from, inferior to
@δεύω|wet, moisten
@δόλιος|deceitful, deceiving
@δύω1|two
@δύω2|see “δύ̄νω”
@δύω|two
@δῆλος|clear, evident
@δῖος|divine
@εἴρω1|string
@εἴρω2|say, speak, declare; announce, herald
@εἴρω|string
@εὔμηλος|abounding in sheep
@εὖρος|breadth, width
@ζωγρέω1|take alive
@ζωγρέω2|revive, reanimate
@ζωγρέω|take alive
@θάλεια|bounteous, plentiful
@θάομαι1|admire
@θάομαι2|suck; milk
@θάομαι|admire
@θρύον|rush; rushes
@θύω1|offer; burnt
@θύω2|rage
@θύω|offer; burnt
@κάρ1|see “κατά”
@κάρ2|headlong
@καλήτωρ|crier
@καρπός1|fruit
@καρπός2|wrist
@καρπός|fruit
@καταλέγω1|lay oneself down, lie down; lie
@καταλέγω2|enumerate, recount; narrate, relate
@καταλέγω|lay oneself down, lie down; lie
@κείω1|wish to sleep
@κείω2|split
@κείω|wish to sleep
@κελάδων|sounding
@κλείω1|(2): see “κληί̄ω”
@κλείω2|celebrate, make famous
@κλείω|(2): see “κληί̄ω”
@κοίρανος|lord, ruler, master
@κρείων|ruling, ruler
@κῆρ|heart
@λίς1|lion
@λίς2|smooth, sheer
@λίς3|linen
@λίς|lion
@μάκαρ|blessed, blest; blissful, happy
@μέδων|ruler; counsellors
@μέλας|dark, black
@μέρμερος|memorable, signal
@μέροψ|mortal
@μέτειμι1|be among; intervene
@μέτειμι2|go among, go after, go or march forth
@μέτειμι|be among; intervene
@μήν1|indeed, in truth, verily
@μήν2|month
@μήν|indeed, in truth, verily
@μήστωρ|counsellor, deviser
@μήτι1|see “μήτις”
@μήτι2|see “μῆτις”
@μήτι|see “μήτις”
@μνάομαι1|(1): see “μιμνήσκω”
@μνάομαι2|woo, court, win
@μνάομαι|(1): see “μιμνήσκω”
@μῆδος1|plans, counsels
@μῆδος2|privy parts
@μῆδος|plans, counsels
@μῆλον1|sheep or goat; small cattle, flocks
@μῆλον2|apple
@μῆλον|sheep or goat; small cattle, flocks
@νέω1|swim
@νέω2|spin
@νέω|swim
@νήριτος|twenty-fold
@νημερτής|unerring, infallible; truthfully, truly
@νηός1|temple, fane
@νηός2|ship, vessel; the ships; camp; to the ship
@νηός|temple, fane
@νοήμων|thoughtful, discreet
@νύμφη|bride, lady
@οἶνοψ|winy, wine-colored
@οὐδός1|threshold
@οὐδός2|way, path, road, journey
@οὐδός|threshold
@οὖλος1|whole
@οὖλος2|thick, woolly, woollen; loudly, incessantly
@οὖλος3|destructive, murderous; baneful
@οὖλος|whole
@οὖρος1|fair wind
@οὖρος2|guard, watch, warder
@οὖρος3|land - mark, boundary
@οὖρος4|(4): see “ὄρος”
@οὖρος|fair wind
@πάρειμι1|be present, at hand, ready
@πάρειμι2|go or pass by
@πάρειμι|be present, at hand, ready
@παιήων|paean
@παρθένιος|virgin; virgin's child
@περάω1|pass through, penetrate, traverse
@περάω2|export for sale, sell
@περάω|pass through, penetrate, traverse
@ποδάρκης|swift-footed
@πολίτης|citizen
@πολύδωρος|richly dowered
@πολύμηλος|rich in sheep or flocks
@πολύφημος|of many songs; of many voices, buzzing
@πρόμαχος|champion, foremost fighter
@πυλάρτης|gate - closer, doorkeeper
@πόσις1|husband, spouse
@πόσις2|drink
@πόσις|husband, spouse
@πύλος|in the gateway
@σκῶλος1|pointed stake
@στεῖρα1|stem, cut-water; e
@στεῖρα2|unfruitful, barren
@στεῖρα|stem, cut-water; e
@σχοῖνος|rush, rushes
@σύνειμι1|be with
@σύνειμι2|go or come together; meet
@σύνειμι|be with
@σῶκος|saviour
@τάφος1|burial; funeralfeast
@τάφος2|astonishment
@τέκτων|maker, builder, joiner, carpenter
@τελαμών|bear or support; sword-belt, baldric; shield-strap; thong
@τοί1|pronoun. See (1) “ὁ”
@τοί2|certainly, you may be sure, I assure you, let me tell you; o
@τοί|pronoun. See (1) “ὁ”
@φαέθων|beaming, radiant
@φαίδιμος|shining; illustrious
@φοῖνιξ|purple; date-palm; purple, red
@φύλακος|= “φύλαξ”
@χάρις|quality of pleasing, grace, charm, charms; favor, thanks, gratitude; for the sake of
@χίμαιρα|she-goat
@χαλκίς|, “ίδος”
@χείρων|inferior, worse
@χράω1|fall foul of, assail, handle roughly
@χράω2|deliver an oracle; have an oracle delivered; consult the oracle
@χράω|fall foul of, assail, handle roughly
@ἀίω1|hear; mark, perceive; hearing
@ἀίω2|breathe out
@ἀίω|hear; mark, perceive; hearing
@ἀγήνωρ|very manly, valorous
@ἀγαπήνωρ|loving manliness, manly
@ἀγλαΐη|splendor, brilliancy
@ἀγχίαλος|near the sea
@ἀκάμας|untiring
@ἀκήριος1|unharmed
@ἀκήριος2|dead; spiritless, cowardly
@ἀκήριος|unharmed
@ἀκτή1|shore
@ἀκτή2|meal, corn
@ἀκτή|shore
@ἀλέη1|shunning, escaping, escape
@ἀλέη2|warm sunshine
@ἀλέη|shunning, escaping, escape
@ἀμέρδω1|deprive of one's share, deprive; be deprived of, forfeit
@ἀμέρδω2|dazzle, blind; make lustreless, tarnish
@ἀμέρδω|deprive of one's share, deprive; be deprived of, forfeit
@ἀμφίαλος|sea-girt
@ἀμφότερος|both
@ἀρείων|better, superior
@ἀρηίθοος|swift in battle
@ἀψόρροος1|back-flowing
@ἀψόρροος2|returning, back again, back
@ἀψόρροος|back-flowing
@ἄγριος|wild; ferocious, savage
@ἄδμητος|unbroken
@ἄκων1|javelin, dart
@ἄκων2|unwilling, reluctant
@ἄκων|javelin, dart
@ἄλκιμος|efficient in defence, valiant
@ἄν1|(1): modal adv., indicating a condition; essentially equivalent to “κέν”
@ἄν2|(3): by apocope for “ἀνά”
@ἄν|(1): modal adv., indicating a condition; essentially equivalent to “κέν”
@ἄνα1|(1): see “ἀνά”
@ἄνα2|(2): see “ἄναξ”
@ἄνα|(1): see “ἀνά”
@ἄνω1|complete
@ἄνω2|upwards
@ἄνω|complete
@ἄξυλος|dense
@ἄπειμι1|be; distant; from; be absent, wanting
@ἄπειμι2|go away
@ἄπειμι|be; distant; from; be absent, wanting
@ἄρητος|wished-for
@ἅλιος1|of the sea
@ἅλιος2|fruitless, ineffectual, vain, in vain
@Ἀγήνωρ|son of the Trojan Antenor and Theano
@Ἀγαπήνωρ|: “Ἀγκαίοιο πάϊς”
@Ἀγλαΐη|wife of Charops, and mother of Nireus, “ὃς κάλλιστος ἀνὴρ ὑπὸ Ἴλιον ἦλθεν”
@Ἀγχίαλος|(1) a Greek, slain by Hector
@Ἀκάμας|(1) son of Antenor and Theano, a leader of Dardanians
@Ἀμφίαλος|a Phaeacian
@Ἀμφότερος|a Lycian, slain by Patroclus
@Ἀρείων|Arīon
@Ἀρηίθοος|(1) father of Menesthius, the ‘club-swinger,’ from Bœotia
@Ἄγριος|son of Portheus in Calydon
@Ἄδμητος|husband of Alcestis, and
@Ἄλκιμος|(1) father of Mentor.— (2) a Myrmidon, friend of Achilles
@Ἄξυλος|son of Teuthras, from Arisbe, in Thrace
@Ἄργος1|Argus
@Ἄργος2|Argos
@Ἄργος|Argus
@Ἄρητος|(1) a son of Nestor
@Ἅλιος|(1) a Lycian
@ἐξερέω1|(1): see “ἐξεῖπον”
@ἐξερέω2|inquire of, question, ask
@ἐξερέω|(1): see “ἐξεῖπον”
@ἐπίστροφος|conversant with
@ἐρέω1|ask
@ἐρέω2|= “ἐρῶ”
@ἐρέω|ask
@ἐχέφρων|thoughtful, prudent
@ἑανός1|enveloping, clinging; soft or fine
@ἑανός2|robe
@ἑανός|enveloping, clinging; soft or fine
@ἔα1|see “εἰμί”
@ἔα2|let, permit, let alone, let be; prevent, forbid
@ἔα|see “εἰμί”
@ἔξειμι1|go out
@ἔξειμι2|be from or of
@ἔξειμι|go out
@ἔπειμι1|be upon, be remaining
@ἔπειμι2|go or come upon; at; attack
@ἔπειμι|be upon, be remaining
@ἕρμα1|pendants, ear - rings
@ἕρμα2|prop
@ἕρμα|pendants, ear - rings
@Ἐπίστροφος|(1) son of Iphitus, leader of the Phocians
@Ἐχέφρων|a son of Nestor
@ἥ1|see “ὅς”
@ἥ2|as is right
@ἥ|see “ὅς”
@ἥβη|youth
@ἦ1|see (1) “εἰμί”
@ἦ4|in truth, surely, verily; is it; pray
@ἦ|see (1) “εἰμί”
@ἦνοψ|bright, gleaming
@Ἥβη|Hebe
@Ἦνοψ|(1) a Mysian, the father of Satnius and Thestor
@ἰθύς1|straight course
@ἰθύς2|straight; straight, right, just; most fairly; straight at, straight for
@ἰθύς|straight course
@ἱππόδαμος|horse-taming
@ἱππόμαχος|fighting from horses
@ἶσος|equal; like; of an equal share; equally, on equal terms
@Ἰκάριος1|Icarius
@Ἰκάριος2|Icarian
@Ἰκάριος|Icarius
@Ἱππόδαμος|a Trojan, slain by Odysseus
@Ἱππόμαχος|a Trojan, the son of Antimachus, slain by Leonteus
@Ἶσος|a natural son of Priam, slain by Agamemnon
@ὀπός1|sap
@ὀπός2|see “ὄψ”
@ὀπός|sap
@ὀφέλλω1|(1): see “ὀφείλω”
@ὀφέλλω2|augment, increase
@ὀφέλλω|(1): see “ὀφείλω”
@ὄρμενος|see “ὄρνῡμι”
@ὄσσα|rumor
@ὄχος1|car, chariot
@ὄχος2|places of shelter
@ὄχος|car, chariot
@ὅρμος1|anchorage, mooring-place
@ὅρμος2|necklace
@ὅρμος|anchorage, mooring-place
@ὅς1|he, this, that; who, that, which
@ὅς2|own; his; own; her; own
@ὅς|he, this, that; who, that, which
@ὅτε1|when, since; just like
@ὅτε2|( “ὅ τε”
@ὅτε|when, since; just like
@ὅτι1|that because; as quickly as possible
@ὅτι2|who; so; ever, which; so; ever, what; so; ever
@ὅτι|that because; as quickly as possible
@ὅττι1|see “ὅτι”
@ὅττι2|who; so; ever, which; so; ever, what; so; ever
@ὅττι|see “ὅτι”
@Ὄρμενος|(1) a Trojan slain by Teucer, “Ὀρμενίδης”
@Ὄσσα|Ossa
@ὕλη|wood, forest
@Ὕλη|Hyle
@ὠκύαλος|swift-sailing
@ὡς1|to
@ὡς2|as, how; how!; as, when; that; because; that, in order that
@ὡς|to
@ὥς3|(1): by anastrophe for “ὡς”
@ὥς4|thus, so, in this way; nevertheless; not
@ὥς|(1): by anastrophe for “ὡς”
@ὦψ|in the face; in face, in person
@Ὠκύαλος|a Phaeacian
@Ὦψ|Ops
@ῥέα|easily
@ῥηξήνωρ|bursting; men
@Ῥέα|Rhea
@Ῥηξήνωρ|son of Nausithous, and brother of Alcinous
α|in composition—(1) ‘privative,’ see “ἀν-”
αδαήμων|unacquainted with
αδρηστος|( “διδρά̄σκω”
αιδος|unseen; Hades
αμύντωρ|son of Ormenus, father of Phoenix
αρμα|a town in Boeotia
αρτεμις|Artemis
ασιος2|(2): (1) a Phrygian, son of Tymas, and brother of Hecuba
ασιος|(2): (1) a Phrygian, son of Tymas, and brother of Hecuba
αἰ|if, if only, whether
αἰήτης|son of Helius and Perse, brother of Circe, holder of the golden fleece won by the Argonauts
αἰακίδης|descendant of Aeacus
αἰακός|son of Zeus and Aegina, grandfather of Achilles
αἰαῖος|Aeaean
αἰγίβοτος|fed upon by goats; goat-pasture
αἰγίλιψ|@
αἰγίοχος|aegis-holding
αἰγίς|aegis
αἰγαί|(cf. “αἰγιαλός”
αἰγαίων|(cf. “αἰγίς”
αἰγανέη|hunting-spear, javelin
αἰγείδης|son of Aegeus
αἰγιάλεια|daughter of Adrastus, wife of Diomed
αἰγιαλός|@
αἰγλήεις|radiant, resplendent
αἰγυπιός|vulture
αἰγύπτιος|Egyptian; Aegyptius
αἰδέομαι|feel shame, regard, or mercy; respect, have regard for, stand abashed before; scruple, be ashamed
αἰδεῖο|feel shame, regard, or mercy; respect, have regard for, stand abashed before; scruple, be ashamed
αἰδοῖος|modest, bashful; honored, respected
αἰδώς|shame; re-; gard, respect, mercy
αἰεί|always, ever
αἰειγενέτης|immortal, eternal
αἰεινάων|see “ά̄ε-νάων”
αἰετός|eagle
αἰζηός|vigorous
αἰθήρ|sky, aether
αἰθίοπες|Aethiopians
αἰθαλόεις|smoky, sooty
αἰθρηγενέτης|aetherborn
αἰθόμενος|burning, blazing
αἰμονίδης|son of Aemon
αἰνέω|praise, commend, approve
αἰνίζομαι|praise, commend, approve
αἰναρέτης|woful-valorous
αἰνείας|Aeneas
αἰνοπαθής|dire-suffering
αἰνόθεν|@
αἰνόμορος|dire-fated
αἰνός2|dread, dreadful, dire
αἰνός|dread, dreadful, dire
αἰνῶς|see “αἰνός”
αἰολίδης|son of Aeolus
αἰολίη|Aeolian
αἰολοθώρηξ|with glancing cuirass
αἰολομίτρης|with glancing belt of mail
αἰολόπωλος|with glancing; swift; steeds
αἰπεινός|( “εσσα”
αἰπόλιον|herd of goats, herd
αἰπόλος|goat - herd, herder
αἰπύ|a town subject to Nestor
αἰπύς|steep, towering
αἰπύτιος|of Aepytus
αἰσυήτης|(1) father of Antenor
αἰσυητήρ|see “αἰσυμνητήρ”
αἰσυλόεργος|evil - doing
αἰσυμνήτηρ|umpire
αἰσυμνητής|princely
αἰσχρός|ugly; disgraceful, insulting, outrageous
αἰσχύνω|disfigure; disgrace, insult; be ashamed
αἰσύμηθεν|from Aesyme
αἰτέω|ask, demand, beg, sue for
αἰτίζω|beg, importune
αἰτιάασθαι|accuse
αἰτιάομαι|accuse
αἰτιόωνται|accuse
αἰτώλιος|Aetolian
αἰχμάζω|wield the lance
αἰχμή|point; lance, spear
αἰχμητής|spearman, warrior
αἰψηρός|quick; ly
αἰόλλω|turn quickly
αἰόλος|quick - moving, lively; glancing, shimmering
αἰών|lifetime, life
αἱμασιή|thorn-bush
αἱματόεις|bloody, bleeding
αἱμονίδης|son of Haemon
αἱμοφόρυκτος|reeking with blood
αἱμύλιος|wheedling, winning
αἱρέω|take; capture; take; choose
αἴας|Ajax
αἴγειος|of a goat
αἴγειρος|black poplar
αἴγεος|of a goat
αἴγινα|an island in the Saronic gulf, still bearing its ancient name
αἴγιον|(cf. “Αἰγιαλός”
αἴγισθος|son of Thyestes, and cousin of Agamemnon
αἴγλη|radiance, gleam
αἴγυπτος|Egypt
αἴδομαι|feel shame, regard, or mercy; respect, have regard for, stand abashed before; scruple, be ashamed
αἴητος|epith. of Hephaestus, “πέλωρ αἴητον”
αἴθε|particle of wishing, ‘Would that,’ ‘Oh, that,’ more common in Homer than “εἴθε”
αἴθη|name of a mare, ‘Sorrel’ (‘Fire-bug’)
αἴθικες|a tribe dwelling near Mt. Pindus
αἴθουσα|portico, corridor
αἴθοψ|gleaming, sparkling
αἴθρη|@
αἴθυια|water-hen
αἴθων|@
αἴκ̓|see “αἴ”
αἴνιος|a Paeonian, slain by Achilles
αἴνυμαι|take
αἴξ|goat
αἴολος|, gen. “Αἰόλοο”
αἴπεια|a town on the Messenian gulf
αἴρω|raise up, lift; rise up, lift oneself
αἴσηπος|(1) son of Abarbarea and Bucolion
αἴσιμος|destined, due, suitable, right
αἴσιος|auspicious, opportune
αἴσυλος|evil
αἴσυμνος|a Greek, slain by Hector
αἴσων|son of Cretheus and Tyro, father of Jason, and king in Iolcus
αἴτιος|to blame, guilty
αἵμων|@
αἶα1|earth, land
αἶα|earth, land
αἶθρος|cold, frost
αἶνος1|praise, eulogy
αἶνος|praise, eulogy
αἶσα|share, or portion, lot, term of life, destiny
αἶσχος|ugliness; disgrace, reproach, outrage
αἶψα|forthwith, at once, directly; speedily
αἷμα|blood, bloodshed, carnage
αὐαίνω|when it was dry
αὐγάζομαι|discern
αὐγή|beam, gleam, glow
αὐγείας|Augēas
αὐγειαί|(1) a town in Laconia
αὐγηιάδης|son of Augēas
αὐδάω|speak
αὐδή|voice
αὐδήεις|possessed of voice, voiceful
αὐερύω|draw up or back
αὐιαχός|shouting loudly together
αὐλή1|court - enclosure, court, court yard, farm-yard
αὐλή|court - enclosure, court, court yard, farm-yard
αὐλίζομαι|being penned in
αὐλίς|Aulis
αὐλός|flute; tube, channel
αὐλῶπις|with upright tube
αὐτάγρετος|selftaken, attainable
αὐτίκα|forthwith, straightway
αὐτοδίδακτος|selftaught
αὐτοκασίγνητος|own brother
αὐτοκασιγνήτη|own sister
αὐτομέδων|son of Diōres, charioteer of Achilles
αὐτονυχί|this very night
αὐτονόη|a handmaid of Penelope
αὐτοσταδίη|hand to hand fight
αὐτοσχεδά|hand to hand
αὐτοσχεδίη|close combat
αὐτοσχεδόν|hand to hand
αὐτοχόωνος|melting-pit; just as it was cast
αὐτοῦ|there
αὐτόδιον|on the spot, straightway
αὐτόετες|in the same year
αὐτόθ̓|right; there; right; here, on the spot
αὐτόθεν|from; right; there or here, from where he; she was
αὐτόθι|right; there; right; here, on the spot
αὐτόλυκος|Autolycus
αὐτόματος|selfmoving, moving of oneself
αὐτόνοος|(1) a Greek
αὐτός|same, self
αὐτόφι|= “αὐτῷ”
αὐτόφονος|father of Polyphontes, of Thebes
αὐτῆμαρ|on the same day
αὐχένιος|of the neck
αὐχήν|neck
αὐχμέω|be dry, unanointed, squalid
αὔλειος|belonging to the; of the court
αὔλη2|music of flutes
αὔλη|music of flutes
αὔρη|breeze
αὔριον|to-morrow
αὔτως|in the same way, just as it is, merely, in vain
αὔω1|@
αὔω2|@
αὔω|@
αὖ|again, on the contrary, on the other hand
αὖθ̓|(1) = “αὖτε”
αὖθι|right; there; here; on the spot
αὖλις|place of rest
αὖος|dry; hoarse, grating
αὖταρ|but, however
αὖτε|again, on the other hand, however, but; now?
αὖτις|again, back again, anew; by and by
βάδην|step by step
βάζω|talk, speak; pratest
βάλανος|acorn
βάλλω|throw, cast; shoot, hit
βάν|walk, step, go; tread, stand; made to go
βάπτω|dip
βάρδιστος|slow
βάσκω|haste and fly!
βάτην|walk, step, go; tread, stand; made to go
βάτος1|thorn - bushes, thorns
βάτος|thorn - bushes, thorns
βέλεμνον|missile, shot; shaft
βέλος|missile, shot; shaft
βέλτερος|better
βένθος|depth; depths
βέομαι|shall; will; live
βέρεθρον|abyss, chasm
βέῃ|shall; will; live
βήσαμεν|walk, step, go; tread, stand; made to go
βίαιος|violent
βίας|(1) father of Laogonus and Dardanus
βίη|force, violence; by force, in spite of
βίος1|life
βίος|life
βίοτος|life, livelihood, substance, goods
βαίνω|walk, step, go; tread, stand; made to go
βαθυδίνης1|= “βαθυδῑνήεις”
βαθυδίνης|= “βαθυδῑνήεις”
βαθυδινήεις|deepeddying
βαθυκλῆς|a Myrmidon, son of Chalcon
βαθυλήιος|with deep; grain
βαθυρρείτης|deep-flowing, deep-streaming
βαθύζωνος|deep-girdled
βαθύκολπος|deep - bosomed
βαθύλειμος|with deep; meadows
βαθύνω|deepen, hollow out
βαθύρροος|deep-flowing, deep-streaming
βαθύς|deep
βαθύσχοινος|deep; with reeds
βαλίος|name of one of the horses of Achilles
βαμβαίνω|totter; stammer
βαρέω|see “βαρύ̄νω”
βαρβαρόφωνος|rude; outlandish; of speech
βαρυστενάχων|heavy
βαρύθω|be heavy
βαρύνω|weigh down, oppress by weight
βαρύς|heavy
βασίλεια|queen; princess
βασιλήιος|royal
βασιλεύς|king; kings, nobles, chiefs; more, most kingly, princely
βασιλεύω|be king or queen
βασιληίς|royal
βαστάζω|raise
βατίεια|( “βάτος”
βείω|walk, step, go; tread, stand; made to go
βεβάασι|walk, step, go; tread, stand; made to go
βεβίηκε|force, constrain; overpower, treat with violence
βεβαρηότα|see “βαρύ̄νω”
βεβλήαται|throw, cast; shoot, hit
βεβρωκώς|eat, devour
βεβρώθω|eat, devour
βελλεροφόντης|Bellerophon
βηλός|threshold
βητάρμων|dancer
βιάζω|force, constrain; overpower, treat with violence
βιάω|force, constrain; overpower, treat with violence
βιήνωρ|a Trojan
βιβάω|stride; stalk
βιβρώσκω|eat, devour
βιός2|bow
βιός|bow
βιόω|live
βιῴατο|force, constrain; overpower, treat with violence
βλάβομαι|impede, arrest; harm; infatuate
βλάπτω|impede, arrest; harm; infatuate
βλέφαρον|eyelid
βλήεται|throw, cast; shoot, hit
βλεμεαίνω|exult haughtily in, rave with
βλεῖο|throw, cast; shoot, hit
βληχή|bleating
βλοσυρός|ferocious
βλοσυρῶπις|with ferocious looks
βλωθρός|tall
βλώσκω|go, come
βλῆτρον|rivet; ring, band
βοάγριον|shield of ox-hide
βοάγριος|a river in Locris
βοάω|shout
βοή|shout, shouting, outcry
βοίβη|a town in Thessaly, “Βοιβηὶς λίμνη”
βοεύς|thong of ox-hide
βοηθοίδης|son of Boethoüs
βοηθόος|running to the shout, battle-swift
βοηλασίη|cattlelifting
βοητύς|clamor
βοιώτιος|Boeotian; Boeotians
βολή|throw, throwing, pelting
βομβέω|hum
βορέης|north wind; Boreas
βοτάνη|fodder, grass
βοτήρ|shepherd
βοτρυδόν|in clusters
βοτόν|flocks
βουβών|groin
βουγάιος|braggart, bully
βουκολέω|pasture, tend cattle; graze
βουκολίδης|son of Bucolus
βουκολίων|a son of Laomedon
βουκόλος|cattledriver, herdsman
βουλή|counsel, plan, decree; council
βουλευτής|counsellor; of the council
βουλεύω|hold counsel, deliberate, advise, devise; thought; devise, determine upon
βουληφόρος|counsel-bearing, counselling; counsellor
βουλυτός|unyoking oxen; eventide
βουπλήξ|ox-goad
βουπράσιον|an ancient town of Elis
βουφονέω|slaughter cattle
βοόων|shout
βούβοτος|kine-pasture
βούβρωστις|ravenous hunger
βούδειον|a town in Phthia
βούλομαι|will, wish, prefer
βοώτης|Boō¨tes
βοῦς|cow or ox; kine, cattle; ox-hide, shield of ox-hide
βοῶπις|ox-eyed
βράχω|clash, crack, bray
βρέμω|roar
βρέφος|unborn young
βρίζω|be drowsy, nod
βρίθω|be heavy, weighed down; fall heavily upon, charge; preponderate, be superior
βραδυτής|slowness
βραδύς|slow
βραχίων1|arm; upper arm, shoulder
βραχίων|arm; upper arm, shoulder
βρεχμός|forehead
βριάρεως|Briareus
βριήπυος|loud - shouting
βριαρός|heavy
βριθοσύνη|weight
βριθύς|heavy, ponderous
βρισεύς|Briseus
βρισηίς|Brisēis, daughter of Briseus
βρομέω|buzz
βροντάω|thunder
βροντή|thunder
βροτολοιγός|man - destroying
βροτόεις|bloody, gory
βροτός1|mortal; mortal man
βροτός|mortal; mortal man
βροτόω|made gory
βρυσειαί|a town in Laconia
βρυχάομαι|bellow, moan
βρωτύς|food
βρόμος1|roar, crackling
βρόμος|roar, crackling
βρότεος|human
βρότος2|blood; gore
βρότος|blood; gore
βρόχος|noose
βρύω|teem, swell
βρώμη|food
βρῶσις|eating, food
βυσσοδομεύω|build in the depths, brood
βυσσός|deep, depths
βωμός|step, pedestal; stand, platform, rack; altar
βωστρέω|call loudly upon
βωτιάνειρα|nourishing heroes
βόειος|of an ox or of oxen; ox-hide, hide
βόθρος|hole
βόλομαι|will, wish, prefer
βόσις|food
βόσκω|feed. pasture; feed, graze
βότρυς|cluster of grapes
βύβλινος|made of papyrus
βύκτης|whistling, howling
βύω|stuffed full
βώσαντι|shout
βώτωρ|shepherd
βῆ|walk, step, go; tread, stand; made to go
βῆμεν|walk, step, go; tread, stand; made to go
βῆσσα|@
βῶλος|clod
βῶν|cow or ox; kine, cattle; ox-hide, shield of ox-hide
βῶρος|(1) a Maeonian, father of Phaestus
γάλα|milk
γάμος|marriage, wedding, marriage-feast
γάνυμαι|be glad
γάρ|for, namely; canst; for; namely; but yet, but really
γάργαρον|name of the south peak of mount Ida in the Troad. (Il.)
γάστρη|belly
γέ|at least, at any rate; alive!; wrath; no; yes
γέγαα|become; be born; come into being
γέγηθα|rejoice, be glad
γέγωνα|make oneself heard; call, cry out to
γέλος|laughter
γέλως|laughter
γένειον|chin
γένεσις|generation, origin
γένος|family, race, extraction
γέντο|grasped
γένυς|under jaw, jaw
γέρανος|crane
γέραρος|stately
γέρας|gift of honor, honor, prerogative
γέρων|old man; elders
γέφυρα|dams, dikes
γίγαντες|Giants
γίγνομαι|become; be born; come into being
γαίω|exulting in
γαιήιος|of Earth
γαιήοχος|earth - holding
γαλάτεια|Galatēa
γαλήνη|calm
γαλαθηνός|milk - sucking, sucking
γαλόως|husband's sister
γαμέω|marry
γαμβρός|son-in-law; brother-inlaw
γαμφηλή|jaws
γαμψῶνυξ|with crooked claws, talons
